window_start_pt,hours_since_quake,distance_band,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,baseline_mean,crisis_mean,tile_coverage_ratio,baseline_mean_overlap,crisis_mean_overlap,tile_overlap_ratio,net_change,phi_aggregate
2023-02-23 08:00:00,424.0,200km+,23675,24133,22059,5478987.019246623,5743244.978483845,5437433.901425025,5709942.158405144,231.42500609278238,237.98305136053722,1.0193453009503697,246.49503157101526,258.84864039191007,0.9317423442449841,264257.9592372216,1.048231170891432
2023-02-23 08:00:00,424.0,25-50km,405,558,397,158181.6073603107,160196.04939893397,157909.17721626651,157222.39476139532,390.5718700254585,287.08969426332254,1.3777777777777778,397.7561138948779,396.02618327807386,0.980246913580247,2014.4420386232669,1.0127349953780322
2023-02-23 08:00:00,424.0,50-100km,665,1041,638,90413.32299826533,103200.22897148681,89773.03747265396,96495.3093660986,135.95988420791778,99.13566663927648,1.5654135338345865,140.71009008252972,151.24656640454327,0.9593984962406015,12786.905973221481,1.141427231620132
2023-02-24 08:00:00,448.0,0-25km,70,120,69,3456.168824305588,5479.919698277599,3433.8824340897077,4713.112759030424,49.37384034722268,45.66599748564666,1.7142857142857142,49.76641208825663,68.30598201493368,0.9857142857142858,2023.7508739720115,1.5855474592965297
2023-02-24 08:00:00,448.0,100-200km,1816,2480,1757,335055.522172083,343205.9291388511,333881.103909507,330559.872803455,184.50193952207212,138.38948755598835,1.3656387665198237,190.02908589044222,188.13880068494876,0.9675110132158591,8150.406966768147,1.0243255413727583
2023-02-24 08:00:00,448.0,200km+,23570,24476,22088,5323253.610813779,5688635.330242105,5282685.721494919,5652271.491141631,225.8486894702494,232.41687082211573,1.0384386932541365,239.1654165834353,255.89784005530746,0.9371234620280017,365381.719428326,1.0686387961464172
2023-02-24 08:00:00,448.0,25-50km,406,544,389,154207.02168839076,158818.80751815712,153715.36778908467,155983.74735798413,379.8202504640166,291.9463373495535,1.3399014778325122,395.1551871184696,400.98649706422657,0.958128078817734,4611.785829766362,1.0299064580800055
2023-02-24 08:00:00,448.0,50-100km,667,1045,639,88240.83384705502,102504.9086983541,87518.56743303296,95420.19918289366,132.29510321897305,98.09082172091301,1.5667166416791605,136.9617643709436,149.32738526274437,0.9580209895052474,14264.074851299083,1.161649366052258
2023-02-25 08:00:00,472.0,0-25km,69,132,69,3304.5207132364917,5541.222261108921,3304.5207132364917,4615.28191785152,47.8916045396593,41.978956523552434,1.9130434782608696,47.8916045396593,66.88814373697855,1.0,2236.7015478724293,1.676861106941519
2023-02-25 08:00:00,472.0,100-200km,1848,2509,1785,338238.6343704165,345304.8865753563,336727.3898574364,333233.8838657437,183.02956405325568,137.62649923290405,1.3576839826839826,188.64279543833973,186.68564922450628,0.9659090909090909,7066.252204939781,1.0208913219452078
